ean	record_status	qhr	bnc_peer_oh	bnc_peer_oo	bnc_peer_asp	bnc_peer_stores	bnc_all_asp	bs_sales_4week	bnc_peer_sales_4week	bnc_all_sales_4week	bnc_all_sales_total	sortby	timestamp
9781609189624	A							0				0	201304072316
9781609412425	A		4	0	31.35	5	31.07	0	2	55	5344	6	201304072316
9781609412548	A		4	0	0.00	3	0.00	0	0	0	0	4	201304072316
9781609450038	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781609450687	A		2	0	0.00	2	0.00	1	1	12	235	3	201304072316
9781609450717	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781609450724	A		1	0	0.00	1	15.65	0	0	1	14	1	201304072316
9781609450755	A		6	0	0.00	4	0.00	0	0	0	0	6	201304072316
9781609450779	A		17	0	17.00	8	17.00	0	2	7	65	19	201304072316
9781609450786	A		38	0	17.10	8	17.38	0	12	22	195	50	201304072316
9781609450847	A		11	0	20.00	8	19.85	0	3	15	89	14	201304072316
9781609450915	A		13	0	15.30	6	16.15	0	2	44	49	15	201304072316
9781609450922	A		20	1	16.80	8	13.58	0	6	44	100	27	201304072316
9781609520083	A		1	5	0.00	2	19.75	0	0	4	167	6	201304072316
9781609520571	A		6	0	0.00	4	22.01	0	0	11	132	6	201304072316
9781609520649	A		3	0	17.55	3	17.55	0	1	7	27	4	201304072316
9781609611354	A		4	0	24.99	5	24.37	1	3	63	7020	7	201304072316
9781609611378	A		4	0	0.00	2	0.00	0	0	0	0	4	201304072316
9781609611750	A		2	0	0.00	2	27.95	0	0	21	78	2	201304072316
9781609611989	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781609612221	A		7	0	0.00	5	18.07	0	0	41	41	7	201304072316
9781609613143	A		2	0	0.00	2	29.33	0	1	4	309	3	201304072316
9781609613822	A		3	0	0.00	3	18.48	0	0	89	2739	3	201304072316
9781609614485	A		6	0	18.50	5	18.50	0	1	1	28	7	201304072316
9781609614508	A		5	0	0.00	4	13.88	0	0	1	404	5	201304072316
9781609614607	A		7	0	0.00	2	0.00	0	0	0	0	7	201304072316
9781609614881	A		0	4	0.00	4	0.00	0	0	0	0	4	201304072316
9781609616847	A		4	0	0.00	4	24.69	1	1	34	697	5	201304072316
9781609618247	A		8	0	0.00	4	20.30	0	1	63	1126	9	201304072316
9781609618445	A		8	1	15.99	5	14.48	1	2	70	70	11	201304072316
9781609618513	A		4	0	0.00	3	22.74	0	0	19	283	4	201304072316
9781609618544	A		4	0	21.99	4	21.34	0	2	8	294	6	201304072316
9781609618773	A		0	7	0.00	5	0.00	0	0	0	0	7	201304072316
9781609618902	A		2	0	0.00	2	14.61	0	0	4	107	2	201304072316
9781609618957	A		5	1	0.00	4	18.04	1	1	52	279	7	201304072316
9781609618964	A		9	0	0.00	4	15.95	0	0	12	102	9	201304072316
9781609619176	A		4	0	18.99	4	18.71	1	4	132	946	8	201304072316
9781609619701	A		0	16	0.00	6	0.00	0	0	0	0	16	201304072316
9781609619886	A		6	0	18.99	5	14.11	0	1	128	224	7	201304072316
9781609619954	A		4	1	15.19	3	15.19	1	1	33	33	6	201304072316
9781609803438	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781609803766	A							0				0	201304072316
9781609803780	A		4	0	0.00	4	0.00	0	0	0	0	4	201304072316
9781609803896	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781609804114	A		11	0	0.00	7	16.15	0	0	3	51	11	201304072316
9781609804183	A		1	0	0.00	1	8.37	0	0	7	7	1	201304072316
9781609804329	A		6	2	0.00	3	0.00	0	0	0	0	8	201304072316
9781609804541	A		0	13	0.00	6	0.00	0	0	0	0	13	201304072316
9781609804718	A		0	9	0.00	7	0.00	0	0	0	0	9	201304072316
9781609804732	A		18	0	29.95	7	27.10	0	1	54	442	19	201304072316
9781609804749	A		0	5	0.00	4	0.00	0	0	0	0	5	201304072316
9781609804787	A		5	0	0.00	4	0.00	0	0	0	0	5	201304072316
9781609804824	A		11	0	0.00	7	29.34	0	0	20	30	11	201304072316
9781609804855	A		0	4	0.00	3	0.00	0	0	0	0	4	201304072316
9781609910327	A		12	2	0.00	7	25.99	0	4	255	67576	18	201304072316
9781609945367	A		7	0	0.00	5	19.51	0	0	33	204	7	201304072316
9781609945879	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781609946449	A		1	0	0.00	1	18.36	0	0	11	11	1	201304072316
9781609948054	A		0	3	20.65	2	21.96	1	2	38	77	5	201304072316
9781609948092	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781610350242	A		3	0	0.00	2	0.00	0	0	0	0	3	201304072316
9781610390132	A		18	5	0.00	7	29.96	1	6	347	596	29	201304072316
9781610390934	A		5	2	0.00	5	18.36	0	0	6	459	7	201304072316
9781610390989	A		8	0	0.00	5	19.70	0	0	8	109	8	201304072316
9781610660136	A		1	0	0.00	1	13.64	0	0	5	73	1	201304072316
9781610910378	A		4	0	0.00	3	0.00	0	0	0	0	4	201304072316
9781610914499	A		1	1	0.00	2	0.00	0	0	0	0	2	201304072316
9781611044096	A							0				0	201304072316
9781611211382	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781611250152	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781611453355	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781611454277	A		17	0	0.00	6	19.06	0	0	24	550	17	201304072316
9781611454628	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781611457834	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781611458008	A		0	3	0.00	3	0.00	0	0	0	0	3	201304072316
9781611458145	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781611599039	A		6	1	0.00	2	15.94	0	4	1313	9892	11	201304072316
9781611700763	A							0				0	201304072316
9781611720112	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781611800005	A		5	0	0.00	5	14.35	0	0	3	105	5	201304072316
9781611800012	A		3	0	0.00	3	25.30	0	0	23	49	3	201304072316
9781611800050	A		0	7	0.00	5	0.00	0	0	0	0	7	201304072316
9781611800081	A		0	7	0.00	5	0.00	0	0	0	0	7	201304072316
9781611800111	A		15	0	0.00	7	21.03	0	1	12	259	16	201304072316
9781611800142	A		6	0	19.95	4	13.19	0	1	39	39	7	201304072316
9781611800159	A		1	1	0.00	2	13.75	0	0	3	3	2	201304072316
9781611800166	A		1	0	17.00	2	17.00	0	1	4	24	2	201304072316
9781611800241	A							1				1	201304072316
9781611800272	A		7	0	0.00	3	0.00	0	0	0	0	7	201304072316
9781611800296	A		3	0	0.00	1	22.98	0	0	14	96	3	201304072316
9781611800302	A		6	0	0.00	5	21.26	0	0	12	119	6	201304072316
9781611800340	A		0	10	0.00	4	0.00	0	0	0	0	10	201304072316
9781611800395	A		0	7	0.00	6	0.00	0	0	0	0	7	201304072316
9781611800401	A		3	0	0.00	3	18.66	0	0	15	50	3	201304072316
9781611800418	A		0	4	0.00	4	0.00	0	0	0	0	4	201304072316
9781611800470	A		0	0	0.00	0	34.23	0	0	8	14	0	201304072316
9781611800500	A		7	0	0.00	4	18.25	0	0	29	372	7	201304072316
9781612051437	A							0				0	201304072316
9781612120058	A		8	1	0.00	5	17.77	0	4	24	596	13	201304072316
9781612120065	A		5	0	0.00	4	22.24	0	0	28	167	5	201304072316
9781612120164	A		10	0	0.00	7	17.64	0	0	83	83	10	201304072316
9781612182384	A		1	0	0.00	1	17.95	0	0	34	86	1	201304072316
9781612185439	A		0	1	0.00	1	17.62	0	1	170	1113	2	201304072316
9781612185484	A		0	0	0.00	0	15.95	1	1	2	2	1	201304072316
9781612190402	A		4	0	0.00	4	19.95	0	0	5	373	4	201304072316
9781612190501	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781612190549	A		3	1	0.00	3	0.00	0	0	0	0	4	201304072316
9781612190587	A		6	0	0.00	5	0.00	0	0	0	0	6	201304072316
9781612190877	A		3	0	0.00	3	0.00	0	0	0	0	3	201304072316
9781612190891	A		5	0	0.00	3	0.00	0	0	0	0	5	201304072316
9781612190907	A		3	0	0.00	2	17.56	0	0	3	149	3	201304072316
9781612190952	A		3	0	0.00	3	0.00	0	0	0	0	3	201304072316
9781612191133	A		6	0	0.00	5	14.39	0	0	7	324	6	201304072316
9781612191294	A		27	0	22.00	8	21.80	0	5	36	467	32	201304072316
9781612191324	A		6	1	0.00	4	17.95	0	0	7	383	7	201304072316
9781612191690	A		8	0	0.00	6	10.32	0	0	141	141	8	201304072316
9781612191737	A		0	5	0.00	2	0.00	0	0	0	0	5	201304072316
9781612191829	A		6	0	0.00	4	12.87	0	0	9	68	6	201304072316
9781612191867	A		0	3	0.00	3	0.00	0	0	0	0	3	201304072316
9781612191942	A		17	4	16.00	7	10.43	0	3	46	46	24	201304072316
9781612192048	A		0	9	0.00	5	0.00	0	0	0	0	9	201304072316
9781612192062	A		14	4	0.00	7	15.95	1	4	17	81	22	201304072316
9781612192222	A		0	8	0.00	6	0.00	0	0	0	0	8	201304072316
9781612192246	A		0	10	0.00	7	0.00	0	0	0	0	10	201304072316
9781612192260	A		0	6	0.00	6	0.00	0	0	0	0	6	201304072316
9781612370033	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781612382975	A		3	0	0.00	3	16.07	0	0	6	6	3	201304072316
9781612383798	A		6	3	25.16	7	26.92	1	6	427	1720	15	201304072316
9781612383811	A		5	0	22.95	5	22.01	0	3	210	873	8	201304072316
9781612385570	A		9	0	0.00	7	9.54	0	0	28	97	9	201304072316
9781612430171	A		5	0	0.00	4	0.00	0	0	37	38	5	201304072316
9781612430294	A		7	1	0.00	6	14.95	0	1	9	221	9	201304072316
9781612430478	A		5	2	17.50	5	17.22	0	1	40	628	8	201304072316
9781612430522	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781612430607	A		2	0	0.00	1	0.00	0	0	0	0	2	201304072316
9781612430638	A		1	0	0.00	1	18.53	0	0	8	8	1	201304072316
9781612430683	A		8	0	7.55	1	7.68	4	4	56	1112	12	201304072316
9781612431055	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781612431079	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781612431086	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781612431147	A		8	0	0.00	6	20.95	0	1	20	189	9	201304072316
9781612431222	A		2	0	17.50	3	17.19	0	1	52	83	3	201304072316
9781612431260	A		4	0	0.00	3	0.00	0	0	0	0	4	201304072316
9781612431659	A		0	6	0.00	6	0.00	0	0	0	0	6	201304072316
9781612431901	A		0	3	0.00	1	0.00	0	0	0	0	3	201304072316
9781612431918	A		0	3	0.00	1	0.00	0	0	0	0	3	201304072316
9781612432144	A		0	2	0.00	2	19.19	0	0	500	1712	2	201304072316
9781612611624	A							0				0	201304072316
9781612620053	A		9	0	0.00	3	11.46	0	2	339	1892	11	201304072316
9781612620060	A		9	1	11.99	3	11.38	0	3	769	769	13	201304072316
9781612620077	A		0	13	0.00	4	0.00	0	0	0	0	13	201304072316
9781612620084	A		0	13	0.00	4	0.00	0	0	0	0	13	201304072316
9781612680002	A		5	2	0.00	5	19.28	1	2	225	7489	9	201304072316
9781613740590	A		2	0	18.85	2	19.90	0	1	4	39	3	201304072316
9781613741085	A							1				1	201304072316
9781613743225	A		7	0	0.00	6	27.35	0	1	11	151	8	201304072316
9781613743317	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781613743416	A		2	0	0.00	2	17.55	0	0	23	630	2	201304072316
9781613744222	A		7	0	0.00	5	26.25	0	0	8	250	7	201304072316
9781613744963	A		5	0	0.00	4	12.32	1	0	7	90	5	201304072316
9781613770818	A							0				1	201304072316
9781613771198	A							0				0	201304072316
9781613822357	A		0	1	0.00	1	0.00	1	0	0	0	1	201304072316
9781614290018	A		2	0	0.00	1	0.00	0	0	0	0	2	201304072316
9781614290070	A		3	0	0.00	3	0.00	0	0	0	0	3	201304072316
9781614290087	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781614290100	A		2	0	0.00	2	21.95	0	0	1	36	2	201304072316
9781614290117	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781614290131	A		2	0	0.00	2	21.47	0	0	3	48	2	201304072316
9781614290254	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781614290339	A		3	0	0.00	2	0.00	0	0	0	0	3	201304072316
9781614290384	A		1	0	0.00	1	17.97	0	0	16	389	1	201304072316
9781614290391	A		1	0	0.00	1	15.60	0	0	6	65	1	201304072316
9781614290407	A		1	0	0.00	1	85.58	0	0	2	33	1	201304072316
9781614290414	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781614290490	A		0	1	0.00	1	17.96	0	0	1	1	1	201304072316
9781614290506	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781614290520	A		4	0	0.00	4	18.21	0	0	15	38	4	201304072316
9781614290537	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781614290544	A		1	2	0.00	3	0.00	0	0	0	0	3	201304072316
9781614290773	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781614483908	A							0				0	201304072316
9781615190218	A		4	1	0.00	3	17.35	0	0	65	1594	5	201304072316
9781615190409	A		1	0	0.00	1	28.12	0	0	9	278	1	201304072316
9781615190430	A		3	0	0.00	3	21.57	0	0	14	397	3	201304072316
9781615190454	A		13	0	15.95	6	17.32	0	4	150	7502	17	201304072316
9781615190522	A		1	2	0.00	2	18.53	0	2	11	171	5	201304072316
9781615190584	A		6	0	0.00	5	17.94	0	0	32	357	6	201304072316
9781615190591	A		0	26	0.00	8	0.00	0	0	0	0	26	201304072316
9781615190614	A		12	2	20.95	7	21.78	1	5	393	5320	19	201304072316
9781615190621	A		10	0	0.00	7	22.74	0	0	21	306	10	201304072316
9781615190652	A		6	0	0.00	6	21.76	0	0	15	304	6	201304072316
9781615190690	A		17	0	18.95	8	16.30	0	1	50	50	18	201304072316
9781615190850	A		0	12	0.00	8	0.00	0	0	0	0	12	201304072316
9781615470167	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781615641482	A		0	0	0.00	0	13.65	1	1	4	143	1	201304072316
9781615642489	A		2	0	15.96	3	13.77	1	1	22	22	3	201304072316
9781616080730	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781616083793	A		2	0	0.00	1	0.00	0	0	0	0	2	201304072316
9781616084219	A		2	2	23.95	4	23.22	0	1	36	1588	5	201304072316
9781616086589	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781616086619	A		5	0	0.00	2	0.00	0	0	0	0	5	201304072316
9781616086633	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781616086640	A		4	0	0.00	3	0.00	0	0	0	0	4	201304072316
9781616086695	A		3	0	0.00	3	0.00	0	0	0	0	3	201304072316
9781616086701	A		4	0	0.00	3	0.00	0	0	0	0	4	201304072316
9781616086718	A		4	2	0.00	3	0.00	0	0	0	0	6	201304072316
9781616087371	A		3	0	14.95	4	14.22	0	1	10	190	4	201304072316
9781616142407	A		5	0	0.00	3	0.00	0	0	0	0	5	201304072316
9781616143596	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781616143978	A		10	0	22.00	4	21.19	0	2	3	411	12	201304072316
9781616144586	A		2	0	0.00	2	23.96	0	0	6	424	2	201304072316
9781616144838	A		11	0	20.00	4	19.39	1	4	10	709	15	201304072316
9781616145354	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781616145514	A		6	1	0.00	4	28.65	0	3	19	202	10	201304072316
9781616145576	A		1	0	0.00	1	25.92	0	0	10	417	1	201304072316
9781616200411	A		0	6	0.00	4	0.00	0	0	0	0	6	201304072316
9781616200466	A		32	0	19.76	7	15.25	1	5	85	85	37	201304072316
9781616200763	A		3	0	0.00	2	17.37	0	0	10	124	3	201304072316
9781616201418	A		10	12	0.00	6	17.55	0	0	14	473	22	201304072316
9781616201647	A		5	0	0.00	3	16.58	0	0	20	819	5	201304072316
9781616201760	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781616202767	A		6	0	0.00	4	17.09	0	0	5	5	6	201304072316
9781616202774	A		3	6	0.00	6	0.00	0	0	0	0	9	201304072316
9781616203061	A		0	14	0.00	5	0.00	0	0	0	0	14	201304072316
9781616203153	A		0	3	0.00	3	0.00	0	0	0	0	3	201304072316
9781616266769	A		0	5	0.00	1	0.00	3	0	0	0	5	201304072316
9781616280338	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781616280598	A		2	0	0.00	2	0.00	0	0	5	3002	2	201304072316
9781616281380	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781616285364	A		5	0	0.00	3	0.00	0	0	0	0	5	201304072316
9781616285906	A		16	10	21.00	6	20.76	0	14	206	211	40	201304072316
9781616491024	A		2	0	0.00	1	17.19	0	0	24	432	2	201304072316
9781616491475	A		0	0	0.00	0	0.00	0	0	1	54	0	201304072316
9781616491482	A		5	0	14.00	2	16.21	0	1	14	117	6	201304072316
9781616491963	A		0	0	0.00	0	17.50	1	1	14	117	1	201304072316
9781616492625	A		0	10	0.00	7	0.00	0	0	0	0	10	201304072316
9781616611354	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781616613815	A		7	0	0.00	3	0.00	0	0	0	0	7	201304072316
9781616615888	A		2	0	0.00	1	0.00	0	0	0	0	2	201304072316
9781616890391	A		5	0	0.00	4	19.50	0	0	2	100	5	201304072316
9781616890629	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781616890957	A		6	0	0.00	6	0.00	0	0	0	0	6	201304072316
9781616891268	A		5	3	0.00	7	0.00	0	0	0	0	8	201304072316
9781616891473	A		6	2	0.00	5	0.00	1	0	0	0	8	201304072316
9781616950088	A		1	2	0.00	3	0.00	0	0	0	0	3	201304072316
9781616950743	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781616950880	A		7	1	0.00	5	0.00	1	0	0	0	8	201304072316
9781616951061	A		1	0	0.00	1	14.40	0	0	3	51	1	201304072316
9781616951115	A		5	2	0.00	5	9.94	0	1	29	495	8	201304072316
9781616951252	A		4	1	0.00	5	24.34	0	0	35	230	5	201304072316
9781616952044	A		6	1	0.00	5	21.48	0	1	38	350	8	201304072316
9781616952082	A		4	2	0.00	4	15.78	0	0	15	64	6	201304072316
9781616952273	A		0	2	0.00	2	0.00	0	0	0	0	2	201304072316
9781616952556	A		0	6	0.00	4	0.00	0	0	0	0	6	201304072316
9781616952778	A		2	0	0.00	2	19.73	0	0	11	71	2	201304072316
9781616952808	A		0	2	0.00	2	0.00	0	0	0	0	2	201304072316
9781616960506	A		8	0	0.00	5	17.56	0	0	24	737	8	201304072316
9781616960513	A		0	5	0.00	3	0.00	0	0	0	0	5	201304072316
9781616960650	A		3	1	0.00	4	16.58	0	0	3	104	4	201304072316
9781617221484	A		0	0	12.95	2	12.95	1	2	12	66	2	201304072316
9781617680854	A		4	0	0.00	2	0.00	0	0	0	0	4	201304072316
9781617690013	A		11	0	0.00	7	20.96	0	0	16	312	11	201304072316
9781617690044	A		11	0	0.00	8	38.00	0	1	10	485	12	201304072316
9781617750250	A		29	0	15.82	8	16.60	0	16	621	81433	45	201304072316
9781617750786	A		6	0	16.16	3	17.96	0	1	21	2173	7	201304072316
9781618730305	A		3	0	0.00	3	0.00	0	0	0	0	3	201304072316
9781618730343	A		7	1	0.00	6	17.67	0	1	12	44	9	201304072316
9781618730350	A		6	0	0.00	5	13.25	0	1	13	43	7	201304072316
9781618930309	A		16	0	0.00	6	32.59	0	0	56	3854	16	201304072316
9781618930316	A		7	0	0.00	3	27.60	0	1	23	1079	8	201304072316
9781619020085	A		8	2	0.00	7	15.60	0	2	5	20	12	201304072316
9781619020122	A		4	0	0.00	3	0.00	0	0	0	0	4	201304072316
9781619020177	A		3	0	0.00	3	0.00	0	0	0	0	3	201304072316
9781619020214	A		3	0	0.00	1	0.00	0	0	0	0	3	201304072316
9781619020511	A		6	0	0.00	4	0.00	0	0	0	0	6	201304072316
9781619020528	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781619020726	A		23	0	0.00	6	15.05	0	0	2	37	23	201304072316
9781619020993	A		1	0	0.00	1	22.54	0	0	9	11	1	201304072316
9781619021068	A		7	2	0.00	7	0.00	0	0	0	0	9	201304072316
9781619021136	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781619021143	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781619021525	A		0	8	0.00	7	0.00	0	0	0	0	8	201304072316
9781619021587	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781619021594	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781619021662	A		0	2	0.00	2	0.00	0	0	0	0	2	201304072316
9781619610033	A		18	0	0.00	8	17.19	0	2	289	5172	20	201304072316
9781620247426	A		3	0	0.00	1	0.00	0	0	0	0	3	201304072316
9781620401026	A		1	0	0.00	1	23.29	0	0	9	9	1	201304072316
9781620550038	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781620550977	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781620551059	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781620610916	A		1	1	0.00	2	0.00	1	0	0	0	2	201304072316
9781620611272	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781620612323	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781620612842	A		1	0	0.00	1	14.95	0	0	87	2218	1	201304072316
9781620612859	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781620646977	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9781620871720	A		3	1	22.75	5	22.69	0	2	119	962	6	201304072316
9781620871829	A		3	0	17.95	4	17.69	1	2	8	140	5	201304072316
9781620872604	A		1	0	0.00	1	13.27	0	0	7	9	1	201304072316
9781620875070	A		4	0	0.00	3	0.00	0	0	0	0	4	201304072316
9781620952368	A		6	0	0.00	2	0.00	0	0	0	0	6	201304072316
9781623360269	A		0	23	0.00	6	0.00	0	0	0	0	23	201304072316
9781740597319	A		7	0	0.00	5	9.77	0	2	56	3746	9	201304072316
9781740666305	A							1				1	201304072316
9781741040050	A		2	0	0.00	1	29.99	0	0	6	5822	2	201304072316
9781741044553	A		6	1	26.99	6	26.25	1	4	78	3061	11	201304072316
9781741044560	A		1	3	0.00	3	0.00	0	0	0	0	4	201304072316
9781741047080	A		6	1	9.99	5	9.99	0	2	13	3471	9	201304072316
9781741047400	A		8	0	9.99	5	9.85	0	4	74	877	12	201304072316
9781741049251	A		3	0	0.00	3	25.42	0	1	14	1358	4	201304072316
9781741141597	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781741698145	A		3	0	0.00	2	0.00	0	0	0	0	3	201304072316
9781741790115	A		3	0	0.00	3	12.27	0	0	39	49	3	201304072316
9781741790146	A		4	1	26.99	5	26.40	0	4	72	4531	9	201304072316
9781741791082	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781741791471	A		7	0	28.99	4	28.75	0	4	57	3424	11	201304072316
9781741791716	A		10	0	0.00	5	19.41	0	2	86	2759	12	201304072316
9781741792287	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781741792348	A		10	0	29.99	6	29.66	0	1	41	2810	11	201304072316
9781741793246	A		3	0	0.00	3	25.61	0	0	8	1756	3	201304072316
9781741793352	A		6	0	9.99	6	9.71	0	2	92	1169	8	201304072316
9781741794564	A		5	0	0.00	3	0.00	0	0	0	0	5	201304072316
9781741794625	A		10	0	0.00	6	21.36	0	2	25	873	12	201304072316
9781741794656	A		10	1	21.99	7	21.77	0	5	52	1421	16	201304072316
9781741794663	A		3	1	0.00	4	27.32	0	0	30	499	4	201304072316
9781741794724	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781741794793	A		2	0	0.00	2	0.00	0	0	0	0	2	201304072316
9781741795110	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9781741795790	A		4	0	0.00	3	32.17	0	1	23	447	5	201304072316
9781741795837	A		13	0	29.99	7	29.73	1	1	38	405	14	201304072316
9781741795899	A		10	0	0.00	6	35.39	0	0	59	2196	10	201304072316
9781741795943	A		5	4	0.00	5	29.66	0	2	15	2692	11	201304072316
9781741795998	A		3	1	0.00	4	0.00	1	0	0	0	4	201304072316
9781741796001	A		8	0	0.00	5	26.95	0	4	65	2212	12	201304072316
9781741796704	A		7	1	0.00	7	33.05	0	1	17	246	9	201304072316
9781741796742	A		4	0	0.00	4	24.02	0	0	32	112	4	201304072316
9781741796766	A		11	1	31.99	8	31.44	2	4	153	3809	16	201304072316
9781741796803	A		3	0	0.00	3	0.00	0	1	19	659	4	201304072316
9781741797138	A		7	2	14.99	6	14.39	0	3	119	1787	12	201304072316
9781741797145	A		10	0	0.00	6	30.56	0	5	129	2957	15	201304072316
9781741797190	A		2	2	0.00	4	0.00	1	0	0	0	4	201304072316
9781741797244	A		2	0	28.99	3	28.94	0	5	82	3344	7	201304072316
9781741797800	A		13	0	0.00	8	35.24	0	0	49	2768	13	201304072316
9781741798005	A		8	0	0.00	6	31.40	0	0	45	373	8	201304072316
9781741798029	A		10	2	0.00	5	25.56	0	8	206	4138	20	201304072316
9781741798043	A		5	0	20.69	4	22.51	1	2	38	1088	7	201304072316
9781741798074	A		9	0	0.00	6	31.15	0	1	80	2887	10	201304072316
9781741798241	A		8	0	26.60	6	26.94	0	6	87	1241	14	201304072316
9781741798517	A		9	4	0.00	7	28.91	0	10	159	2447	23	201304072316
9781741798548	A		10	4	29.99	7	29.28	0	6	228	3062	20	201304072316
9781741798852	A		2	0	0.00	1	0.00	0	0	0	0	2	201304072316
9781741799002	A		4	1	33.99	6	33.47	0	3	31	868	8	201304072316
9781741799187	A		9	0	0.00	7	29.04	0	1	52	165	10	201304072316
9781741799569	A		9	0	21.85	7	22.55	0	3	49	425	12	201304072316
9781741799613	A		9	1	0.00	8	24.42	0	5	55	120	15	201304072316
9781742169934	A							0				0	201304072316
9781742200019	A		4	0	0.00	4	30.17	0	1	26	419	5	201304072316
9781742200156	A		9	1	29.99	7	29.41	1	3	50	901	13	201304072316
9781742200163	A		10	1	29.99	8	29.65	0	4	51	843	15	201304072316
9781742200170	A		10	0	29.99	7	27.64	0	3	82	1072	13	201304072316
9781742200187	A		7	1	0.00	6	27.50	1	6	171	1907	14	201304072316
9781742200200	A		7	3	20.69	8	21.87	1	6	91	1068	16	201304072316
9781742200217	A		7	1	0.00	7	22.99	0	3	30	221	11	201304072316
9781742200354	A		9	0	23.50	5	22.68	0	4	164	355	13	201304072316
9781742200361	A		11	4	0.00	7	23.22	0	0	203	203	15	201304072316
9781742200385	A		9	0	15.99	6	15.77	0	3	40	61	12	201304072316
9781742200514	A		5	3	29.99	7	28.34	0	4	178	227	12	201304072316
9781742201870	A		16	0	9.99	8	9.83	0	10	2125	8056	26	201304072316
9781742201887	A		14	0	0.00	7	9.99	0	5	94	1700	19	201304072316
9781742201924	A		2	0	0.00	2	21.51	0	0	8	527	2	201304072316
9781742202266	A		4	0	25.19	4	26.55	0	3	52	536	7	201304072316
9781742204642	A		5	0	0.00	5	21.36	0	1	31	473	6	201304072316
9781742208091	A		13	2	0.00	8	9.75	1	8	458	10390	23	201304072316
9781742208107	A		9	3	9.99	8	9.75	0	4	105	2297	16	201304072316
9781742208114	A		11	1	9.99	8	9.86	0	7	980	8971	19	201304072316
9781742208145	A		5	0	0.00	5	20.73	0	0	23	5198	5	201304072316
9781742209647	A		11	0	0.00	6	40.50	1	4	25	2299	15	201304072316
9781742209654	A		10	0	0.00	8	14.32	0	0	29	404	10	201304072316
